nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId
COALB-1,T_COALB-1,,,Alcemi Storage Developments 4,T,True,COALBURN1 BMU-1,COALBUR1,-100.000,100.000,P,-0.0066390,-40.000,-40.000,40.000,40.000,True,False,,,
COALB-2,T_COALB-2,,,Alcemi Storage Developments 4,T,True,COALBURN1 BMU-2,COALBUR1,-100.000,100.000,P,-0.0066390,-40.000,-40.000,40.000,40.000,True,False,,,
COALB-3,T_COALB-3,,,Alcemi Storage Developments 4,T,True,COALBURN1 BMU-3,COALBUR1,-100.000,100.000,P,-0.0066390,-40.000,-40.000,40.000,40.000,True,False,,,
COALB-4,T_COALB-4,,,Alcemi Storage Developments 4,T,True,COALBURN1 BMU-4,COALBUR1,-100.000,100.000,P,-0.0066390,-40.000,-40.000,40.000,40.000,True,False,,,
COALB-5,T_COALB-5,,,Alcemi Storage Developments 4,T,True,COALBURN1 BMU-5,COALBUR1,-100.000,100.000,P,-0.0066390,-40.000,-40.000,40.000,40.000,True,False,,,
CONTB-1,E_CONTB-1,,,Tesla Motors Limited,E,True,Contego Battery,TESLA,-34.445,35.800,P,0.0087752,-13.778,-13.778,14.320,14.320,True,False,_J,South Eastern,
CORB-1,E_CORB-1,48W000000CORB-1Z,CCGT,EP UK INVESTMENTS LIMITED,E,True,CORBY POWER LIMITED,EPUKI,-0.100,240.000,P,0.0066681,-0.040,-0.040,96.000,96.000,True,False,_B,East Midlands,
CORY-1,,,CCGT,,,,,,,,,,,,,,False,False,,,
COSO-1,T_COSO-1,48W000000COSO-1F,CCGT,Coryton Energy Company Ltd,T,True,Coryton Power Station,CECL,-152.986,856.186,P,0.0043990,-61.194,-61.194,342.474,342.474,True,False,,,
COUWW-1,T_COUWW-1,48W00000COUWW-16,WIND,Cour Wind farm (Scotland) Ltd,T,True,Cour Wind Farm,CWF2016,-1.000,20.500,P,-0.0200357,-0.400,-0.400,8.200,8.200,True,False,,,
COVNB-1,T_COVNB-1,,OTHER,Pivoted Power LLP,T,True,Pivot Power Coventry,PIVOT,-58.257,50.449,C,0.0066681,-23.303,-23.303,20.180,20.180,True,False,,,
COWB-1,T_COWB-1,,OTHER,Pivoted Power LLP,T,True,Cowley,PIVOT,-50.107,50.431,C,0.0154722,-20.043,-20.043,20.172,20.172,True,False,,,
COWE1,E_COWE1,48W0000000COWE13,OCGT,RWE Generation UK plc,E,True,Cowes Main Unit 1,INNOGY01,-2.000,70.000,P,0.0154722,-0.800,-0.800,28.000,28.000,True,False,_H,Southern,
COWE2,E_COWE2,48W0000000COWE21,OCGT,RWE Generation UK plc,E,True,Cowes Main Unit 2,INNOGY01,-2.000,70.000,P,0.0154722,-0.800,-0.800,28.000,28.000,True,False,_H,Southern,
COYLB-1,T_COYLB-1,,,Statkraft Markets Gmbh,T,True,Coylton  Greener Grid  Park,STATKRA1,-50.000,50.000,C,-0.0066390,-20.000,-20.000,20.000,20.000,False,False,,,
CRAGW-1,,,WIND,,,,,,,,,,,,,,False,False,,,
CRDEW-1,T_CRDEW-1,,WIND,EDF Energy Customers Limited,T,True,Crossdykes WF-1,LENCO,-2.000,24.000,C,-0.0066390,-0.800,-0.800,9.600,9.600,True,False,,,
CRDEW-2,T_CRDEW-2,,WIND,EDF Energy Customers Limited,T,True,Crossdykes WF-2,LENCO,-2.000,24.000,C,-0.0066390,-0.800,-0.800,9.600,9.600,True,False,,,
CREAW-1,T_CREAW-1,,WIND,Creag Riabhach Wind Farm Ltd,T,True,Creag Riabhach Wind Farm,CREAGWF1,-20.137,93.000,P,-0.0200357,-8.055,-8.055,37.200,37.200,True,False,,,
CRGHD-1,T_CRGHD-1,,,Statkraft Markets Gmbh,T,False,Carraig Gheal Wind Farm,STATKRA1,-0.200,0.000,P,-0.0200357,-0.122,-0.122,0.000,0.000,False,True,,,
CRGHW-1,T_CRGHW-1,48W00000CRGHW-1X,WIND,Statkraft Markets Gmbh,T,True,Carraig Gheal Wind Farm,STATKRA1,-0.200,46.000,P,-0.0200357,-0.080,-0.080,18.400,18.400,True,False,,,
CRGTW-1,E_CRGTW-1,,WIND,British Gas Trading Ltd,E,True,Craig 2 Wind Farm,BRITGAS,-0.200,4.700,P,-0.0066390,-0.080,-0.080,1.880,1.880,True,False,_N,South Scotland,
CRMHW-1,,,WIND,,,,,,,,,,,,,,False,False,,,
CRMLW-1,T_CRMLW-1,48W00000CRMLW-1E,WIND,EDF Energy Customers Limited,T,True,Corriemoillie,LENCO,0.000,48.000,C,-0.0200357,0.000,0.000,19.200,19.200,True,False,,,
CRMNW-1,,,WIND,,,,,,,,,,,,,,False,False,,,
CROYD-2,E_CROYD-2,,,Whitetower Energy Limited,E,True,Croydon PS,FDUN1,-6.000,50.000,P,0.0087752,-2.400,-2.400,20.000,20.000,True,False,_J,South Eastern,
CRSSB-1,E_CRSSB-1,,,Arenko Cleantech Limited,E,True,Carnegie Road 1,AG,-20.630,20.000,P,0.0014796,-8.252,-8.252,8.000,8.000,True,False,_D,Merseyside North Wales,
CRUA-1,T_CRUA-1,48W000000CRUA-16,PS,Drax Pumped Storage Limited,T,True,T_CRUA-1,DPSL,-134.000,123.000,C,-0.0066390,2.452,2.452,-2.251,-2.251,False,False,,,
CRUA-2,T_CRUA-2,48W000000CRUA-24,PS,Drax Pumped Storage Limited,T,True,T_CRUA-2,DPSL,-134.000,124.760,C,-0.0066390,1.340,1.340,-1.248,-1.248,False,False,,,
CRUA-3,T_CRUA-3,48W000000CRUA-32,PS,Drax Pumped Storage Limited,T,True,T_CRUA-3,DPSL,-120.000,101.480,C,-0.0066390,-13.212,-13.212,11.173,11.173,False,False,,,
CRUA-4,T_CRUA-4,48W000000CRUA-40,PS,Drax Pumped Storage Limited,T,True,T_CRUA-4,DPSL,-120.000,104.000,C,-0.0066390,-3.228,-3.228,2.798,2.798,False,False,,,
CRUAD-1,T_CRUAD-1,,,Drax Pumped Storage Limited,T,True,T_CRUAD-1,DPSL,-10.000,1.244,C,-0.0066390,0.000,0.000,0.000,0.000,False,False,,,
CRYRW-1,,48W00000CRYRW-1N,WIND,,,,,,,,,,,,,,False,False,,,
CRYRW-2,T_CRYRW-2,48W00000CRYRW-2L,WIND,Eneco Energy Trade,T,True,Crystal Rig II Windfarm,ENECOUK,-40.632,150.620,P,-0.0066390,-16.253,-16.253,60.248,60.248,True,False,,,
CRYRW-3,T_CRYRW-3,,WIND,Eneco Energy Trade,T,True,Crystal Rig III,ENECOUK,-0.100,13.800,P,-0.0066390,-0.040,-0.040,5.520,5.520,True,False,,,
CRYRW-4,T_CRYRW-4,48W00000CRYRW-4H,WIND,Erova Energy Limited,T,True,Crystal Rig IV Wind Farm,EROVAIRL,-21.601,48.200,P,-0.0066390,-8.640,-8.640,19.280,19.280,True,False,,,
CULJD-1,T__HYELT002,,,EDF Energy Customers Limited,T,False,UKAEA Culham Jet,LENCO,0.000,0.000,C,0.0154722,0.000,0.000,0.000,0.000,False,False,,,
CUMHW-1,T_CUMHW-1,,WIND,Uniper UK Limited,T,True,Cumberhead wind energy limited,EECL,-2.000,52.000,C,-0.0066390,-0.800,-0.800,20.800,20.800,True,False,,,
CUMHW-2,T_CUMHW-2,48W00000CUMHW-2B,WIND,CUMBERHEAD WEST WIND FARM LTD,T,True,T_CUMHW-2,CHWW2024,-5.000,126.000,P,-0.0066390,-2.000,-2.000,50.400,50.400,True,False,,,
CUPAB-1,E_CUPAB-1,,OTHER,Octopus Energy Trading Limited,E,True,Coupar Battery Storage,COPPER,-41.543,41.314,C,-0.0200357,-0.586,-0.669,0.583,0.665,True,False,_P,North Scotland,
CWMD-1,E_CWMD-1,,,RWE Generation UK plc,E,False,Cwm Dyli,INNOGY01,-1.000,9.900,P,0.0014796,-0.072,-0.072,0.713,0.713,False,False,_D,Merseyside North Wales,
DALMB-1,,,OTHER,,,,,,,,,,,,,,False,False,,,
DALQW-1,T_DALQW-1,,WIND,Statkraft Markets Gmbh,T,True,Dalquhandy  Wind Farm,STATKRA1,-0.500,42.846,P,-0.0066390,-0.200,-0.200,17.138,17.138,True,False,,,
DALRD-1,T_DALRD-1,,,EDF Energy Customers Limited,T,True,T_DALRD-1,LENCO,-6.000,0.000,C,-0.0066390,-3.465,-3.465,0.000,0.000,False,False,,,
DALSW-1,E_DALSW-1,48W00000DALSW-1M,WIND,Mobius Renewables Gen. (GB),E,True,Dalswinton Windfarm,AIRGEN,-0.140,30.000,C,-0.0066390,-0.056,-0.056,12.000,12.000,True,False,_N,South Scotland,
DAMC-1,T_DAMC-1,48W000000DAMC-1M,CCGT,VPI Power Limited,T,True,Damhead Creek Ltd.,SPGEN01,-12.000,820.000,P,0.0087752,-4.800,-4.800,328.000,328.000,True,False,,,
DBAWO-1,T_DBAWO-1,48W00000DBAWO-1J,WIND,Doggerbank OWF Project 1,T,True,Dogger Bank A Offshore WF 1,DBNKOWF1,-1.320,302.400,P,-0.0032986,-0.528,-0.528,120.960,120.960,True,False,,,
DBAWO-2,T_DBAWO-2,48W00000DBAWO-2H,WIND,Doggerbank OWF Project 1,T,True,Dogger Bank A Offshore WF 2,DBNKOWF1,-1.350,304.000,P,-0.0032986,-0.540,-0.540,121.600,121.600,True,False,,,
DBAWO-3,T_DBAWO-3,48W00000DBAWO-3F,WIND,Doggerbank OWF Project 1,T,True,Dogger Bank A Offshore WF 3,DBNKOWF1,-1.790,302.800,P,-0.0032986,-0.716,-0.716,121.120,121.120,True,False,,,
DBAWO-4,T_DBAWO-4,48W00000DBAWO-4D,WIND,Doggerbank OWF Project 1,T,True,Dogger Bank A Offshore WF 4,DBNKOWF1,-1.000,152.600,P,-0.0032986,-0.400,-0.400,61.040,61.040,True,False,,,
DBAWO-5,T_DBAWO-5,48W00000DBAWO-5B,WIND,Doggerbank OWF Project 1,T,True,Dogger Bank A Offshore WF 5,DBNKOWF1,-1.000,138.200,P,-0.0032986,-0.400,-0.400,55.280,55.280,True,False,,,
DBBWO-1,T_DBBWO-1,48W00000DBBWO-1D,WIND,Doggerbank OWF Project 2,T,True,Dogger Bank B Offshore WF 1,DBNKOWF2,-10.600,302.400,P,-0.0032986,-4.240,-4.240,120.960,120.960,True,False,,,
DBBWO-2,T_DBBWO-2,,WIND,Doggerbank OWF Project 2,T,True,Dogger Bank B Offshore WF 2,DBNKOWF2,-10.700,304.400,P,-0.0032986,-4.280,-4.280,121.760,121.760,True,False,,,
DBBWO-3,T_DBBWO-3,,WIND,Doggerbank OWF Project 2,T,True,Dogger Bank B Offshore WF 3,DBNKOWF2,-10.600,302.300,P,-0.0032986,-4.240,-4.240,120.920,120.920,True,False,,,
DBBWO-4,T_DBBWO-4,,WIND,Doggerbank OWF Project 2,T,True,Dogger Bank B Offshore WF 4,DBNKOWF2,-5.300,152.200,P,-0.0032986,-2.120,-2.120,60.880,60.880,True,False,,,
DBBWO-5,T_DBBWO-5,,WIND,Doggerbank OWF Project 2,T,True,Dogger Bank B Offshore WF 5,DBNKOWF2,-4.900,138.700,P,-0.0032986,-1.960,-1.960,55.480,55.480,True,False,,,
DBFRM-1,E_DBFRM-1,,,Conrad Energy (Trading) Ltd,E,True,Down Barn Farm,CONRAD,-1.000,20.000,C,0.0154722,-0.400,-0.400,8.000,8.000,True,False,_H,Southern,
DDGNO-1,T_DDGNO-1,48W00000DDGNO-1E,WIND,Dudgeon Offshore Wind Ltd,T,True,Dudgeon Generator BMU 1,DUDGEON,-1.818,108.000,P,0.0043990,-0.727,-0.727,43.200,43.200,True,False,,,
DDGNO-2,T_DDGNO-2,48W00000DDGNO-2C,WIND,Dudgeon Offshore Wind Ltd,T,True,Dudgeon Generator BMU 2,DUDGEON,-1.320,90.000,P,0.0043990,-0.528,-0.528,36.000,36.000,True,False,,,
DDGNO-3,T_DDGNO-3,48W00000DDGNO-3A,WIND,Dudgeon Offshore Wind Ltd,T,True,Dudgeon Generator BMU 3,DUDGEON,-1.816,102.000,P,0.0043990,-0.726,-0.726,40.800,40.800,True,False,,,
DDGNO-4,T_DDGNO-4,48W00000DDGNO-48,WIND,Dudgeon Offshore Wind Ltd,T,True,Dudgeon Generator BMU 4,DUDGEON,-1.400,102.000,P,0.0043990,-0.560,-0.560,40.800,40.800,True,False,,,
DEAND-1,T_DEAND-1,,,SSE Generation Ltd,T,False,Deanie Station Demand,SSEGEN,-0.300,0.000,C,-0.0200357,-0.119,-0.119,0.000,0.000,False,False,,,
DEEP-1,,48W000000DEEP-1N,CCGT,,,,,,,,,,,,,,False,False,,,
DERBY-2,E_DERBY-1,,,Whitetower Energy Limited,E,True,DERBY,FDUN1,-6.000,56.084,P,0.0066681,-2.400,-2.400,22.434,22.434,True,False,_B,East Midlands,
DERW-1,E_DERW-1,48W000000DERW-14,,UK Power Reserve Limited,E,True,Derwent Cogeneration Ltd,UKPR,-3.000,218.000,P,0.0066681,-1.200,-1.200,87.200,87.200,True,False,_B,East Midlands,
DEUCW-1,,48W00000DEUCW-1K,WIND,,,,,,,,,,,,,,False,False,,,
DIDC01G,E_DIDC1G,48W00000DIDC01G1,OCGT,RWE Generation UK plc,E,True,Didcot OCGT Unit 1,INNOGY01,0.000,25.000,P,0.0154722,0.000,0.000,10.000,10.000,True,False,_H,Southern,
DIDC02G,E_DIDC2G,48W00000DIDC02GZ,OCGT,RWE Generation UK plc,E,True,Didcot OCGT Unit 2,INNOGY01,0.000,25.000,P,0.0154722,0.000,0.000,10.000,10.000,True,False,_H,Southern,
DIDC03G,E_DIDC3G,48W00000DIDC03GW,OCGT,RWE Generation UK plc,E,True,Didcot OCGT Unit 3,INNOGY01,0.000,25.000,P,0.0154722,0.000,0.000,10.000,10.000,True,False,_H,Southern,
DIDC04G,E_DIDC4G,48W00000DIDC04GT,OCGT,RWE Generation UK plc,E,True,Didcot OCGT Unit 4,INNOGY01,0.000,25.000,P,0.0154722,0.000,0.000,10.000,10.000,True,False,_H,Southern,
DIDCB5,T_DIDCB5,48W000000DIDCB5C,CCGT,RWE Generation UK plc,T,True,Didcot B main unit 5,INNOGY01,-10.000,770.000,P,0.0154722,-4.000,-4.000,308.000,308.000,True,False,,,
DIDCB6,T_DIDCB6,48W000000DIDCB6A,CCGT,RWE Generation UK plc,T,True,Didcot B main unit 6,INNOGY01,-10.000,720.000,P,0.0154722,-4.000,-4.000,288.000,288.000,True,False,,,
DINO-1,T_DINO-1,48W000000DINO-1W,PS,First Hydro Company,T,True,Dinorwig 1,FSTHYDRO,-303.200,320.000,P,0.0014796,-121.280,-121.280,128.000,128.000,True,False,,,
DINO-2,T_DINO-2,48W000000DINO-2U,PS,First Hydro Company,T,True,Dinorwig 2,FSTHYDRO,-294.000,320.000,P,0.0014796,-117.600,-117.600,128.000,128.000,True,False,,,
DINO-3,T_DINO-3,48W000000DINO-3S,PS,First Hydro Company,T,True,Dinorwig 3,FSTHYDRO,-302.200,320.000,P,0.0014796,-120.880,-120.880,128.000,128.000,True,False,,,
DINO-4,T_DINO-4,48W000000DINO-4Q,PS,First Hydro Company,T,True,Dinorwig 4,FSTHYDRO,-294.000,320.000,P,0.0014796,-117.600,-117.600,128.000,128.000,True,False,,,
DINO-5,T_DINO-5,48W000000DINO-5O,PS,First Hydro Company,T,True,Dinorwig 5,FSTHYDRO,-299.000,320.000,P,0.0014796,-119.600,-119.600,128.000,128.000,True,False,,,
DINO-6,T_DINO-6,48W000000DINO-6M,PS,First Hydro Company,T,True,Dinorwig 6,FSTHYDRO,-294.000,320.000,P,0.0014796,-117.600,-117.600,128.000,128.000,True,False,,,
DJERE000,2__DJERE000,,,Shell Energy UK Limited,G,False,2__DJERE000,AMPERE,0.000,0.000,C,-0.0024907,0.000,0.000,0.000,0.000,False,False,_D,Merseyside and North Wales,
DNBAR-1,2__NSMAE001,,BIOMASS,Smartestenergy Limited,S,True,2__NSMAE001,SMARTEST,0.000,33.386,C,-0.0066390,0.000,0.000,7.345,7.345,False,False,_N,South Scotland,
DNGB21,T_DNGB21,48W000000DNGB216,NUCLEAR,EDF Energy Customers Limited,T,True,Dungeness B Generator 21,LENCO,0.000,0.000,C,0.0087752,0.000,0.000,0.000,0.000,False,False,,,
DNGB22,T_DNGB22,48W000000DNGB224,NUCLEAR,EDF Energy Customers Limited,T,True,Dungeness B Generator 22,LENCO,0.000,0.000,C,0.0087752,0.000,0.000,0.000,0.000,False,False,,,
DNGBD-1,T_DNGB-D,,,EDF Energy Customers Limited,T,True,Dungeness B Station Demand,LENCO,-16.000,0.000,C,0.0087752,-7.786,-7.786,0.000,0.000,False,False,,,
DNLWW-1,T_DNLWW-1,,WIND,SP Renewables (UK) Limited,T,True,Dunlaw Extension,SPCRE01,-2.000,29.750,P,-0.0066390,-0.800,-0.800,11.900,11.900,True,False,,,
DOLLB-1,E_DOLLB-1,,OTHER,Dollymans Storage Limited,E,True,Dollymans Storage,DLMS,-100.820,102.000,P,0.0043990,-40.328,-40.328,40.800,40.800,True,False,_A,Eastern,
DOREW-1,T_DOREW-1,,WIND,Dorenell Windfarm Limited,T,True,Dorenell Wind Farm One,DORWIND,-3.300,156.920,P,-0.0200357,-1.320,-1.320,62.768,62.768,True,False,,,
DOREW-2,T_DOREW-2,,WIND,Dorenell Windfarm Limited,T,True,Dorenell Wind Farm Two,DORWIND,-3.300,156.920,P,-0.0200357,-1.320,-1.320,62.768,62.768,True,False,,,
DOUGW-1,T_DOUGW-1,,WIND,Erova Energy Limited,T,True,T-DOUGW-1,EROVAIRL,-0.532,45.000,P,-0.0066390,-0.213,-0.213,18.000,18.000,True,False,,,
DOWL-1,E_DOWL-1,,OTHER,Conrad Energy (Trading) Ltd,E,False,Dowlais II,CONRAD,-1.000,21.020,C,0.0167661,-0.195,-0.195,4.088,4.088,False,False,_K,South Wales,
DRAXD-1,E__MDRX001,,,Drax Power Ltd,E,True,E__MDRX001,DRAX,-133.862,49.000,P,-0.0032986,-53.545,-53.545,19.600,19.600,True,False,_M,Yorkshire,
DRAXD-2,E__MDRX002,,,Drax Power Ltd,E,True,Drax FGD Load,DRAX,-54.000,0.000,P,-0.0032986,-21.600,-21.600,0.000,0.000,True,False,_M,Yorkshire,
DRAXX-1,T_DRAXX-1,48W00000DRAXX-1E,BIOMASS,Drax Power Ltd,T,True,T_DRAXX-1,DRAX,0.000,665.248,P,-0.0032986,0.000,0.000,266.099,266.099,True,False,,,
DRAXX-10G,T_DRAXX-10G,48W000DRAXX-10G9,OCGT,Drax Power Ltd,T,True,T_DRAXX-10G,DRAX,0.000,33.152,P,-0.0032986,0.000,0.000,13.261,13.261,True,False,,,
DRAXX-12G,T_DRAXX-12G,48W000DRAXX-12G3,OCGT,Drax Power Ltd,T,True,T_DRAXX-12G,DRAX,0.000,32.000,P,-0.0032986,0.000,0.000,12.800,12.800,True,False,,,
DRAXX-2,T_DRAXX-2,48W00000DRAXX-2C,BIOMASS,Drax Power Ltd,T,True,T_DRAXX-2,DRAX,-25.260,669.400,P,-0.0032986,-10.104,-10.104,267.760,267.760,True,False,,,
DRAXX-3,T_DRAXX-3,48W00000DRAXX-3A,BIOMASS,Drax Power Ltd,T,True,T_DRAXX-3,DRAX,-32.241,661.400,P,-0.0032986,-12.896,-12.896,264.560,264.560,True,False,,,
DRAXX-4,T_DRAXX-4,48W00000DRAXX-48,BIOMASS,Drax Power Ltd,T,True,T_DRAXX-4,DRAX,-32.480,645.000,P,-0.0032986,-12.992,-12.992,258.000,258.000,True,False,,,
DRAXX-5,T_DRAXX-5,48W00000DRAXX-56,COAL,Drax Power Ltd,T,True,T_DRAXX-5,DRAX,0.000,645.000,P,-0.0032986,0.000,0.000,258.000,258.000,True,False,,,
DRAXX-6,T_DRAXX-6,48W00000DRAXX-64,COAL,Drax Power Ltd,T,True,T_DRAXX-6,DRAX,-31.945,645.000,P,-0.0032986,-12.778,-12.778,258.000,258.000,True,False,,,
DRAXX-9G,T_DRAXX-9G,48W0000DRAXX-9GR,OCGT,Drax Power Ltd,T,True,T_DRAXX-9G,DRAX,-1.040,32.454,P,-0.0032986,-0.416,-0.416,12.982,12.982,True,False,,,
DRDGW-1,,48W00000DRDGW-1B,WIND,,,,,,,,,,,,,,False,False,,,
DRSLW-1,T_DRSLW-1,48W00000DRSLW-17,WIND,SP Renewables (UK) Limited,T,True,Dersalloch Windfarm,SPCRE01,-2.500,70.900,P,-0.0066390,-1.000,-1.000,28.360,28.360,True,False,,,
DUMMW-1,,,WIND,,,,,,,,,,,,,,False,False,,,
DUNGW-1,T_DUNGW-1,48W00000DUNGW-14,WIND,Dunmaglass Wind Farm Limited,T,True,Dunmglass Windfarm 1,DNMG,-2.000,100.000,P,-0.0200357,-0.800,-0.800,40.000,40.000,True,False,,,
DWEXW-1,T_DWEXW-1,,WIND,Douglas West Extension Ltd,T,True,Douglas West Extension,DWEL,-16.365,63.608,P,-0.0066390,-6.546,-6.546,25.443,25.443,True,False,,,
DYCEB-1,,,OTHER,,,,,,,,,,,,,,False,False,,,
EAAO-1,T_EAAO-1,48W000000EAAO-1R,WIND,East Anglia One Limited,T,True,East Anglia One Offshore 1,EAOWIND,-6.600,358.000,P,0.0043990,-2.640,-2.640,143.200,143.200,True,False,,,
EAAO-2,T_EAAO-2,48W000000EAAO-2P,WIND,East Anglia One Limited,T,True,East Anglia One Offshore 2,EAOWIND,-7.500,367.000,P,0.0043990,-3.000,-3.000,146.800,146.800,True,False,,,
EAD-BRTN1,I_EAD-BRTN1,,,NESO,I,True,BritNed ND Dem Account,NGC,-1000.000,0.000,C,0.0087752,0.000,0.000,0.000,0.000,False,False,,,BRITNED
EAD-ELEC1,I_EAD-ELEC1,,,NESO,I,True,Eleclink NGC Dem Account,NGC,-1025.000,0.000,C,0.0087752,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
EAD-EWIC1,I_EAD-EWIC1,,,NESO,I,True,EWIC NG Dem Account,NGC,-710.000,0.000,C,0.0014796,0.000,0.000,0.000,0.000,False,False,,,EWIC
EAD-FRAN1,I_EAD-FRAN1,,,NESO,I,True,EAD-FRAN1,NGC,-592.880,0.000,C,0.0087752,0.000,0.000,0.000,0.000,False,False,,,FRANCE
EAD-GRN1,I_EAD-GRN1,,,NESO,I,True,I_EAD-GRN1,NGC,-1450.000,0.000,C,0.0167661,0.000,0.000,0.000,0.000,False,False,,,GREENLINK
EAD-IFA2,I_EAD-IFA2,,,NESO,I,True,IFA2 NGESO Dem  Account,NGC,-1150.000,0.000,C,0.0154722,0.000,0.000,0.000,0.000,False,False,,,IFA2
EAD-MOYL1,I_EAD-MOYL1,,,NESO,I,True,Moyle Interconnector  C,NGC,-500.000,0.000,C,-0.0066390,0.000,0.000,0.000,0.000,False,False,,,MOYLE
EAD-NEMO1,I_EAD-NEMO1,,,NESO,I,True,NEMO NG Dem  Account,NGC,-1020.000,0.000,C,0.0087752,0.000,0.000,0.000,0.000,False,False,,,NEMOLINK
EAD-NSL1,I_EAD-NSL1,,,NESO,I,True,NSL1 NGESO Dem  Account,NGC,-1480.000,0.000,C,-0.0075496,0.000,0.000,0.000,0.000,False,False,,,NSL
EAD-VKL1,I_EAD-VKL1,,,NESO,I,True,Viking Link NGESO Dem Account,NGC,-1480.000,0.000,C,0.0066681,0.000,0.000,0.000,0.000,False,False,,,VIKINGLINK
EAG-BRTN1,I_EAG-BRTN1,,,NESO,I,True,BritNed NG Gen Account,NGC,0.000,1000.000,P,0.0087752,0.000,0.000,0.000,0.000,False,False,,,BRITNED
EAG-ELEC1,I_EAG-ELEC1,,INTELEC,NESO,I,True,Eleclink NGC Gen Account,NGC,0.000,1025.000,P,0.0087752,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
EAG-EWIC1,I_EAG-EWIC1,,,NESO,I,True,EWIC NG Gen Account,NGC,0.000,500.000,P,0.0014796,0.000,0.000,0.000,0.000,False,False,,,EWIC
EAG-FRAN1,I_EAG-FRAN1,,,NESO,I,True,EAG-FRAN1,NGC,0.000,619.820,P,0.0087752,0.000,0.000,0.000,0.000,False,False,,,FRANCE
EAG-GRN1,I_EAG-GRN1,,,NESO,I,True,I_EAG-GRN1,NGC,0.000,1450.000,P,0.0167661,0.000,0.000,0.000,0.000,False,False,,,GREENLINK
EAG-IFA2,I_EAG-IFA2,,,NESO,I,True,IFA2 NGESO Gen Account,NGC,0.000,1100.000,P,0.0154722,0.000,0.000,0.000,0.000,False,False,,,IFA2
EAG-MOYL1,I_EAG-MOYL1,,,NESO,I,True,Moyle Interconnector P,NGC,0.000,500.000,P,-0.0066390,0.000,0.000,0.000,0.000,False,False,,,MOYLE
EAG-NEMO1,I_EAG-NEMO1,,,NESO,I,True,NEMO NG Gen Account,NGC,0.000,1046.000,P,0.0087752,0.000,0.000,0.000,0.000,False,False,,,NEMOLINK
EAG-NSL1,I_EAG-NSL1,,,NESO,I,True,NSL1 NGESO Gen Account,NGC,0.000,1400.000,P,-0.0075496,0.000,0.000,0.000,0.000,False,False,,,NSL
EAG-VKL1,I_EAG-VKL1,,,NESO,I,True,Viking Link  NGESO Gen Account,NGC,0.000,1400.000,P,0.0066681,0.000,0.000,0.000,0.000,False,False,,,VIKINGLINK
EARBW-1,,48W00000EARBW-1Q,WIND,,,,,,,,,,,,,,False,False,,,
EAS-ATL01,2__AIMPO000,,,SSE Energy Supply Limited,G,True,2__AIMPO000,SSE,-290.850,0.000,C,0.0043990,-226.688,-207.347,0.000,0.000,False,False,_A,Eastern,
EAS-AXPO1,2__AAXPO000,,,AXPO UK LIMITED,G,False,2__AAXPO000,EGLUK,-16.000,100.000,C,0.0043990,38.933,41.429,-243.330,-258.930,False,False,_A,Eastern,
EAS-BGS01,2__ABGAS000,,,British Gas Trading Ltd,G,True,2__ABGAS000,BRITGAS,-3.034,0.000,C,0.0043990,-0.325,-0.384,0.000,0.000,False,False,_A,Eastern,
EAS-BIZ01,2__ABIZZ000,,,British Gas Trading Ltd,G,True,2__ABIZZ000,BRITGAS,-51.758,0.000,C,0.0043990,-29.393,-24.275,0.000,0.000,False,False,_A,Eastern,
EAS-BRT01,2__ABULN000,,,Bryt Energy Limited,G,False,2__ABULN000,BULLION,-62.961,0.000,C,0.0043990,-41.466,-29.082,0.000,0.000,False,False,_A,Eastern,
EAS-EAS01,2__AEELC000,,,E.ON Energy Solutions Limited,G,True,2__AEELC000,PGENERGY,0.000,0.000,C,0.0092874,0.000,0.000,0.000,0.000,False,False,_A,Eastern GSP Group,
EAS-EDF01,2__AEDFE000,,,EDF Energy Customers Limited,G,True,EDFE_Eastern,LENCO,-220.000,0.000,C,0.0043990,-141.460,-140.448,0.000,0.000,False,False,_A,Eastern,
EAS-EDR01,2__AEDIR000,,,British Gas Trading Ltd,G,True,2__AEDIR000,BRITGAS,0.000,0.000,C,0.0059707,0.000,0.000,0.000,0.000,False,False,_A,Eastern,
EAS-ENR01,2__AENRD000,,,British Gas Trading Ltd,G,True,2__AENRD000,BRITGAS,-204.952,40.000,C,0.0043990,-106.944,-75.566,20.872,14.748,False,False,_A,Eastern,
EAS-EON01,2__AEOND000,,,E.ON Next Energy Ltd,G,True,2__AEOND000,NITTWO01,-538.000,2.000,C,0.0043990,-337.703,-339.155,1.255,1.261,False,False,_A,Eastern,
EAS-EST01,2__AEENG000,,,E.ON Energy Solutions Limited,G,True,2__AEENG000,PGENERGY,0.000,0.000,C,0.0052759,0.000,0.000,0.000,0.000,False,False,_A,Eastern GSP Group,
